Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,7YEZQECGHEQ6,2024-02-28,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.8
Island Health,7KKTNPD44BB9,2024-02-28,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,11.8
Vancouver Coastal,QN8GC3R3MCNZ,2024-02-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.4
Vancouver Coastal,HVWUKJFHQXUZ,2024-02-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.7
Island Health,6YTUC24G8TXJ,2024-02-26,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,31.5
Island Health,EMNDCUK6F9TT,2024-02-26,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,ETY8EE4434XE,2024-02-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,66.5
Fraser Health,MX64XVE4P8EE,2024-02-27,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,53.0
Vancouver Coastal,AYR2EUEWHCKA,2024-02-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,27.5
Vancouver Coastal,B6R44TYP978C,2024-02-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,25.0
Vancouver Coastal,DQ2MBJ4W7FAM,2024-02-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,30.0
Vancouver Coastal,C6RNNG9477KQ,2024-02-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.5
Vancouver Coastal,VPWY2PHM6PNW,2024-02-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.4
Vancouver Coastal,PZNCJFY8NEYE,2024-02-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.7
Fraser Health,VTF7ZDC2EYK7,2024-02-22,SafePoint,Surrey,Down (Unknown Opioid),Opioid,15.2
Vancouver Coastal,RXBB4ZJPAB6M,2024-02-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.3
Vancouver Coastal,7KM2E78AHKJF,2024-02-26,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.2
Vancouver Coastal,89HPEJTK2E7Z,2024-02-26,Insite,Vancouver,Down (Unknown Opioid),Opioid,65.8
Vancouver Coastal,92FJ3BY9X2G2,2024-02-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,38.1
Vancouver Coastal,2RJR9M4NZH4G,2024-02-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.4
Vancouver Coastal,RW39T33G8RCT,2024-02-21,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.2
Vancouver Coastal,DD38VA3JGDW2,2024-02-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.5
Fraser Health,VFUZZZ8A9JZ3,2024-02-21,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,20.1
Vancouver Coastal,AY3PAZ2W3YDB,2024-02-21,Insite,Vancouver,Fentanyl,Opioid,20.8
Vancouver Coastal,CP2XH6XPF23E,2024-02-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.4
Vancouver Coastal,YD6MPMNJ44YV,2024-02-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.7
Fraser Health,RXEVNW7C88F2,2024-02-20,Lookout Society Red Lion,Abbotsford,Down (Unknown Opioid),Opioid,18.6
Fraser Health,FMFZH8D89VP8,2024-02-20,Food for the Soul,Maple Ridge,Down (Unknown Opioid),Opioid,36.3
Fraser Health,BXHBWFDC698H,2024-02-17,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,20.3
Fraser Health,N2ECGH9HC7KC,2024-02-16,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.2
Vancouver Coastal,746C74CHXD36,2024-02-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.3
Fraser Health,EAH689DZR28A,2024-02-14,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.4
Fraser Health,T89Q9CB2HZ7N,2024-02-14,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,25.0
Vancouver Coastal,G2QE9BWFEAEB,2024-02-15,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.8
Island Health,UV8ZE3W7J7XZ,2024-02-09,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,52.9
Fraser Health,73GCTPVDFAPX,2024-02-09,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,59.9
Fraser Health,GZVZC2P38HCM,2024-02-09,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,14.6
Interior Health,R8UNVFFWFF7G,2024-02-12,Martin St Outreach Centre OPS,Penticton,Fentanyl,Opioid,54.8
Interior Health,JX9V27JVHA88,2024-02-12,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,27.5
Fraser Health,JZC8JEHP87CY,2024-02-12,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,20.6
Island Health,J82X3C8YJQTD,2024-02-12,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,7.9
Vancouver Coastal,RMG3W23Y3ZMZ,2024-02-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.9
Vancouver Coastal,QHHHH6NP7MGX,2024-02-08,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.1
Fraser Health,F8KJPB2YYEDK,2024-02-09,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,34.1
Fraser Health,WPTFBZ3ZHWB2,2024-02-09,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,28.4
Fraser Health,EWZDEPRF3YZC,2024-02-02,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,13.3
Fraser Health,8WAXNCNJCAN3,2024-02-02,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,45.2
Fraser Health,BCUQWHKKHRQB,2024-02-02,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,K44DN6EC4UBM,2024-02-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.8
Interior Health,646XQY4QEKR7,2024-02-07,ANKORS Outreach (Grand Forks),Grand Forks,Fentanyl,Opioid,10.8
Interior Health,QH2E22QXMYA9,2024-02-02,OneSky Education Event,Penticton,Down (Unknown Opioid),Opioid,23.9
Fraser Health,8HPQV3TCX4NJ,2024-02-02,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,60.3
Fraser Health,PTR4Z8ZEB84A,2024-02-02,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,70.9
Fraser Health,7AT2KEKPJ8PV,2024-02-02,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.9
Vancouver Coastal,BMRT7MEVFZTH,2024-02-07,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.1
