Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,Q7YGC9WQBCB2,2024-03-29,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,9.0
Island Health,2XVW77VCTRPF,2024-03-31,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,22.5
Fraser Health,CTQTNBGGB4PW,2024-03-27,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,23.3
Vancouver Coastal,Z29N3FN2DJQK,2024-03-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,24.0
Island Health,KX2QA9DRUBUU,2024-03-27,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,20.6
Fraser Health,CCRGYU9PKB6A,2024-03-29,Phoenix Society The Hub,Abbotsford,Fentanyl,Opioid,32.6
Fraser Health,NAAJFA3KZE7V,2024-03-29,Phoenix Society The Hub,Abbotsford,Fentanyl,Opioid,61.0
Vancouver Coastal,A3RVJCTGCF6E,2024-03-26,Insite,Vancouver,Down (Unknown Opioid),Opioid,27.8
Vancouver Coastal,9H92TY7TC3NE,2024-03-25,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.7
Island Health,XJX8FGTF9DUK,2024-03-27,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,5.9
Vancouver Coastal,NB9UWFENUYAV,2024-03-26,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.5
Vancouver Coastal,84HHYDFXBFH9,2024-03-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.1
Fraser Health,332YDXM36N3M,2024-03-27,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,10.0
Fraser Health,K8EGEX33XGJF,2024-03-27,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,50.8
Fraser Health,KGXT9HN8YQHX,2024-03-27,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,40.3
Fraser Health,MD9K63E4FX3R,2024-03-27,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,13.1
Vancouver Coastal,KEGBWKGJJF4D,2024-03-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.4
Fraser Health,RAJYY339DT8Y,2024-03-22,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,TY3FT6BAU46A,2024-03-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,7.0
Island Health,4E374WVB7NPK,2024-03-23,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,53.3
Island Health,MB8PM8MYQMXC,2024-03-23,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,52.8
Vancouver Coastal,G3KKEVQKJZEB,2024-03-25,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.2
Vancouver Coastal,4WHAM32RTFGE,2024-03-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,51.7
Vancouver Coastal,VVABAZVVABJ9,2024-03-21,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.0
Vancouver Coastal,K67CZW93R6GE,2024-03-21,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.2
Vancouver Coastal,R7ZDDTGATEZV,2024-03-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.5
Fraser Health,8GK9VNX7FJJ3,2024-03-20,SafePoint,Surrey,Heroin,Opioid,15.8
Vancouver Coastal,F7KG9CKM6GMR,2024-03-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.0
Fraser Health,Q2TEEM34MB3U,2024-03-20,SafePoint,Surrey,Heroin,Opioid,19.0
Vancouver Coastal,RQG9KJ9VHDT8,2024-03-21,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.0
Fraser Health,VV4KP8CPG7RQ,2024-03-15,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.0
Fraser Health,X6XD3CBH4684,2024-03-15,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,27.9
Island Health,TVEVVBNU4HPG,2024-03-15,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,14.1
Fraser Health,FXYR9ARXMK9Q,2024-03-15,Abby Drug War Survivors (NOMAD),Abbotsford,Down (Unknown Opioid),Opioid,38.5
Island Health,4DHR2A2EEHK8,2024-03-18,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,13.8
Interior Health,MT2GJYX7P83F,2024-03-19,Medicine Shoppe Pharmacy,Vernon,Down (Unknown Opioid),Opioid,23.4
Vancouver Coastal,VTADFJFJUY46,2024-03-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.3
Fraser Health,GFYVEZH9BEEA,2024-03-14,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,14.9
Fraser Health,Z4R4EC2QJN8N,2024-03-14,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,14.9
Vancouver Coastal,TXXH637JTXQ6,2024-03-14,Insite,Vancouver,Down (Unknown Opioid),Opioid,31.1
Vancouver Coastal,BCNABGBGBXDX,2024-03-14,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,NJJ6FEP4CFYQ,2024-03-12,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.2
Fraser Health,7BFFXJMUVKK9,2024-03-13,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,13.7
Vancouver Coastal,EFGBANXJFMEN,2024-03-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.6
Vancouver Coastal,EFTHFJPJ3WJ6,2024-03-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.4
Vancouver Coastal,MDJ8Z28B6XRQ,2024-03-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.2
