Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,6FRB64WEDWE9,2022-12-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.4
Interior Health,E8FK8U7AVJCM,2022-12-30,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,8.5
Vancouver Coastal,KRCZTVAAANFB,2022-12-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.0
Vancouver Coastal,DNVWPUZGRGV4,2022-12-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.6
Vancouver Coastal,4V8ZPEUE4QZH,2022-12-30,Insite,Vancouver,Fentanyl,Opioid,16.1
Vancouver Coastal,C2BV2CFC4F4A,2022-12-30,Insite,Vancouver,Fentanyl,Opioid,16.3
Vancouver Coastal,D6APM9H2BZ3J,2022-12-30,Insite,Vancouver,Fentanyl,Opioid,17.5
Fraser Health,FWUHC26RF8A8,2022-12-30,Pacific Community Resources Society,Chilliwack,Down (Unknown Opioid),Opioid,20.0
Vancouver Coastal,XWWHCQTMGMJP,2022-12-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.4
Vancouver Coastal,W3UV7JUFQUGK,2022-12-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
Vancouver Coastal,YHCA22FC9X6A,2022-12-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.9
Interior Health,JB7CJJ6F363A,2022-12-30,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,16.8
Vancouver Coastal,FFKQ98VQV78K,2022-12-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.3
Vancouver Coastal,3EG9NY2RE4VU,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,25.3
Vancouver Coastal,ZTNZNFPWG6H6,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,27.5
Vancouver Coastal,UAFFQH24PPEC,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,52.2
Fraser Health,9WV3V6RFVNWT,2022-12-29,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,RCTJHR64RUJ4,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,13.4
Vancouver Coastal,2MQFHN9YW8NN,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,43.9
Vancouver Coastal,JCJCJG47YK3P,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,15.2
Vancouver Coastal,MXCTJG6VX3DT,2022-12-29,Insite,Vancouver,Fentanyl,Opioid,5.2
Vancouver Coastal,BCKFWUKZXMPF,2022-12-29,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,39.5
Fraser Health,B86MR8JDVCRX,2022-12-29,Outreach Hub,Burnaby,Down (Unknown Opioid),Opioid,55.6
