Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,662Z36QCG7UC,2022-01-31,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,17.8
Vancouver Coastal,972KVY6VWNVF,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,61.9
Vancouver Coastal,R7RE3TNBDFFA,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,68.1
Vancouver Coastal,ANGQFW3JECVD,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.9
Vancouver Coastal,JQA4Q99WZCQ8,2022-01-31,Insite,Vancouver,Fentanyl,Opioid,9.9
Vancouver Coastal,NE8DGYBBVCKT,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.1
Vancouver Coastal,EAZH8N7FV4EG,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.1
Vancouver Coastal,8WE6JECEV468,2022-01-31,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,61.6
Vancouver Coastal,TEM8VW823M8F,2022-01-31,Insite,Vancouver,Fentanyl,Opioid,2.9
Interior Health,AYNDJNWK6JDZ,2022-01-31,ANKORS (Nelson),Nelson,Fentanyl,Opioid,18.9
Vancouver Coastal,HU6AYNYVBYG7,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,62.1
Vancouver Coastal,MJWFFQCM423P,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,56.7
Vancouver Coastal,R86GCYFP6NQV,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,62.1
Vancouver Coastal,VMDKB9W78MBC,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,58.2
Vancouver Coastal,BWUEBDQPQMTQ,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.2
Vancouver Coastal,GTMCANGTT3QE,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
Vancouver Coastal,RQXW9N6RCZX9,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.5
Vancouver Coastal,P29T2N7FA2WJ,2022-01-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.2
Vancouver Coastal,WX4GZNWE6K2Q,2022-01-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.5
Vancouver Coastal,P8HR33M9G3ED,2022-01-30,Get Your Drugs Tested,Vancouver,Heroin,Opioid,8.1
Vancouver Coastal,3U2DRHZQAGQH,2022-01-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,4WF6HKTF3GRZ,2022-01-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,21.6
Vancouver Coastal,4GRZYQ2HA39V,2022-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,GXMWDUWAKRM8,2022-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.0
Vancouver Coastal,T28QF73V24W2,2022-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.4
Vancouver Coastal,WF7CG32EKGU6,2022-01-29,Get Your Drugs Tested,Vancouver,Heroin,Opioid,67.7
Vancouver Coastal,23MRKMR2H4NH,2022-01-29,Get Your Drugs Tested,Vancouver,Heroin,Opioid,50.2
Vancouver Coastal,6CNKQH866Z46,2022-01-29,Get Your Drugs Tested,Vancouver,Heroin,Opioid,35.9
Vancouver Coastal,AA7GYEUPTDDC,2022-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.9
Vancouver Coastal,36VQVQMNPFZ9,2022-01-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.1
Vancouver Coastal,QURPCC2E63JD,2022-01-28,Insite,Vancouver,Fentanyl,Opioid,16.3
Vancouver Coastal,MZGTAWYFG9JD,2022-01-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.1
Vancouver Coastal,XXE8C44PDAXJ,2022-01-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,71.5
Vancouver Coastal,NJV6E8DF39J3,2022-01-28,Insite,Vancouver,Fentanyl,Opioid,15.6
Vancouver Coastal,XXGQ87XDHB9Y,2022-01-28,Insite,Vancouver,Fentanyl,Opioid,16.6
Vancouver Coastal,NGXYNXBE8QNP,2022-01-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.1
Vancouver Coastal,UMJR364DETX8,2022-01-28,Insite,Vancouver,Fentanyl,Opioid,13.9
Vancouver Coastal,3JZXXFGAKN69,2022-01-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.5
Vancouver Coastal,DBD6EQ6UWQFE,2022-01-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.7
Vancouver Coastal,YNC3N44WKEC9,2022-01-28,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.9
