Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,NGGH2NF3MKFK,2024-12-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.7
Island Health,2JURRWJEAK9Y,2024-12-31,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,21.4
Fraser Health,FQYJCQFM62KV,2024-12-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.6
Vancouver Coastal,XGVGRXG9HR9E,2024-12-31,Insite,Vancouver,Down (Unknown Opioid),Opioid,8.0
Vancouver Coastal,WCQ73XPQ3W98,2024-12-31,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,DTBQ8Z4QUFVT,2024-12-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.0
Vancouver Coastal,9BAB7MCX8JRA,2024-12-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.9
Vancouver Coastal,NNTBCNNFQCRD,2024-12-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,8.2
Fraser Health,6V4HHCNMTNYR,2024-12-27,PeacePoint,White Rock,Down (Unknown Opioid),Opioid,17.6
Interior Health,RBRW6824R722,2024-12-30,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,17.3
Fraser Health,EJWJWUVXRAV7,2024-12-20,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,44.5
Fraser Health,CCPNPGQA67NN,2024-12-20,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,22.3
Fraser Health,PCQGBMQVCDT2,2024-12-20,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,12.0
Vancouver Coastal,XMGKABGRE4E4,2024-12-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,3V6JY3BU2X29,2024-12-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,3.3
Fraser Health,R3A9V6CT8DF4,2024-12-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,14.3
Fraser Health,7T6XB6AZUTVR,2024-12-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.6
Fraser Health,WQRREU6KFF68,2024-12-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.9
Interior Health,M62BGABNKZXZ,2024-12-17,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,25.0
Fraser Health,8JBA6FDUZUW2,2024-12-18,SafePoint,Surrey,Down (Unknown Opioid),Opioid,16.6
Fraser Health,WZEXCKM6NQPH,2024-12-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,24.1
Fraser Health,WV7FU8CREM83,2024-12-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,5.6
Vancouver Coastal,BNUTMFHU27D6,2024-12-18,Insite,Vancouver,Down (Unknown Opioid),Opioid,6.5
Fraser Health,7PMCCXGHKJFD,2024-12-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,29.0
Vancouver Coastal,HM7DDZUDD7YX,2024-12-18,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.8
Vancouver Coastal,R32QF3D9FK8B,2024-12-18,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.6
Vancouver Coastal,JYEQ66KGKJTQ,2024-12-12,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.2
Vancouver Coastal,G3CJKTDGFQPE,2024-12-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.2
Fraser Health,Y7H3HGKZUQ88,2024-12-06,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,11.7
Fraser Health,NBE9DVGBFJMH,2024-12-09,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,30.8
Fraser Health,R27TUVJ6Y3WE,2024-12-09,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,15.0
Interior Health,YGQBB8U6CAEY,2024-12-09,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,17.6
Interior Health,6MBYJ82AZWMN,2024-12-09,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,26.3
Vancouver Coastal,7B4U8R8YZJG9,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.5
Interior Health,99DFTQQ76V3Q,2024-12-05,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,29.0
Vancouver Coastal,ADM7ZU9QYMNR,2024-12-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.4
Northern Health,MU3X2P3YNTHX,2024-12-03,POUNDS,Prince George,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,UWWM7PEUZAQ4,2024-12-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.4
Fraser Health,GNX8P94EH7Q7,2024-12-04,SafePoint,Surrey,Down (Unknown Opioid),Opioid,16.0
Vancouver Coastal,4ZV8E7ZBQCCJ,2024-12-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.1
Vancouver Coastal,DQNJM4DPDUK4,2024-12-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,6.0
Interior Health,P8NT62AQ97RT,2024-12-18,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,8.1
Interior Health,2NE9QGTT6TGY,2024-12-01,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,17.2
Vancouver Coastal,QTNJ673DUTBJ,2024-12-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.0
Vancouver Coastal,BJFKZZRA2PBT,2024-12-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,30.0
Island Health,T8BVW8TBY66R,2024-12-02,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,8.3
Interior Health,YPJM6ZMUGHA6,2024-12-06,Vernon MHSU,Vernon,Fentanyl,Opioid,10.8
Fraser Health,TMU76Y6QF7ZU,2024-12-13,Outreach Hub,Burnaby,Fentanyl,Opioid,55.6
Vancouver Coastal,7EC84Y6D6MR6,2024-12-11,Community Resource Centre,Powell River,Fentanyl,Opioid,40.5
Island Health,DVZJW4MCEUK9,2024-12-10,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,60.7
Interior Health,7ZCEUA2GBPCJ,2024-12-18,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,7.5
Vancouver Coastal,HH86EPF7N2FE,2024-12-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,HY7QP6M2QW4Q,2024-12-19,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.6
Vancouver Coastal,T69ETF7Z79KN,2024-12-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.0
Vancouver Coastal,JNX8B693326M,2024-12-17,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.2
Interior Health,GDZBTE66ME6H,2024-12-18,ANKORS Mobile (Trail),Trail,Down (Unknown Opioid),Opioid,8.1
Fraser Health,6YVB3NBKCMQP,2024-12-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,30.5
Fraser Health,FYMDDHHYMBVE,2024-12-20,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,17.7
Fraser Health,VFJ9EWF4VAJ6,2024-12-20,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,93XE7URG2T7T,2024-12-10,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.8
Vancouver Coastal,U97VC3VQ4YUY,2024-12-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.3
Vancouver Coastal,6RPB9W9WH8RM,2024-12-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.9
Vancouver Coastal,UB2HK2A3ZQGJ,2024-12-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,11.1
Vancouver Coastal,99J8D297NYXG,2024-12-08,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.2
Vancouver Coastal,T7G6XTD2B6UC,2024-12-01,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.6
Vancouver Coastal,ZVDHHDQ6H4HK,2024-12-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.8
Interior Health,3EJK3EXJDH9F,2024-12-13,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,21.1
Fraser Health,CTY4ZDTJAEJG,2024-12-20,Outreach Hub,Burnaby,Fentanyl,Opioid,19.0
Fraser Health,YY22PY4RGD7P,2024-12-20,Outreach Hub,Burnaby,Fentanyl,Opioid,19.2
Fraser Health,ZTVH2RZ4RX94,2024-12-20,Outreach Hub,Burnaby,Fentanyl,Opioid,23.8
Vancouver Coastal,F3ZJKVH6YM7F,2024-12-02,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.0
Fraser Health,VVZAUMEZTTHT,2024-12-06,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,27.6
Interior Health,RKNKTE69EWZT,2024-12-18,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,14.3
Vancouver Coastal,KCF9RNPY4E3W,2024-12-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.6
Interior Health,FF8EXEVRBW4A,2024-12-30,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,10.6
Island Health,HZDNXTGBGC64,2024-12-31,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,7.1
Island Health,A894HFC8KK8H,2024-12-28,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,22.2
Northern Health,4P3NAMBC23HD,2024-12-27,POUNDS,Prince George,Down (Unknown Opioid),Opioid,14.6
Vancouver Coastal,GWHFJXDNBVBG,2024-12-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.7
Vancouver Coastal,ZHV8GC366ERW,2024-12-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.0
Vancouver Coastal,VKMAB89MWKYX,2024-12-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,9.5
Fraser Health,W8A8RMTCDR6Y,2024-12-20,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,24.1
Fraser Health,A6FC4VHXVG8G,2024-12-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,28.2
Vancouver Coastal,BYZ8QZ9YQ398,2024-12-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,56.3
Vancouver Coastal,ERW27CHZTAHW,2024-12-16,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.7
Vancouver Coastal,KEV2GRPW3Q8U,2024-12-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.8
Fraser Health,M48QBW2R7ZZ2,2024-12-09,Public Health Unit (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,27.1
Vancouver Coastal,9FWXZW67ZZDR,2024-12-09,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,51.4
Vancouver Coastal,R8NWGUYT4MWC,2024-12-08,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.1
Vancouver Coastal,EQM92BW977TW,2024-12-07,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.3
Vancouver Coastal,ZBK22ZTY4GXH,2024-12-07,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.1
Vancouver Coastal,3K6JYZ4VFYA4,2024-12-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.1
Vancouver Coastal,NBPZN6QDNDH6,2024-12-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.9
Vancouver Coastal,AMZ9V7QXGWVD,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,6.1
Island Health,8P298D3K48M2,2024-12-03,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,14.9
Vancouver Coastal,QH8ZDYHYJABN,2024-12-04,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.4
Vancouver Coastal,ETQWCDHFDEPF,2024-12-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,7.5
Vancouver Coastal,VNG6RDHBXUN8,2024-12-20,Community Resource Centre,Powell River,Fentanyl,Opioid,18.2
Vancouver Coastal,ATJCHYCYNR2U,2024-12-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,5.4
Vancouver Coastal,8CKXMV2MEXBW,2024-12-29,Community Resource Centre,Powell River,Fentanyl,Opioid,37.4
Vancouver Coastal,QNDGFHY6BBM7,2024-12-16,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,12.4
Vancouver Coastal,VERPMHE8Z22X,2024-12-15,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,13.4
Vancouver Coastal,J8FTKGXBFNKP,2024-12-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,7.4
Fraser Health,7Z2D4YKFJMQZ,2024-12-06,Outreach Hub,Burnaby,Fentanyl,Opioid,14.3
Vancouver Coastal,M86BY9PVRWM8,2024-12-04,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,71.5
Vancouver Coastal,CVA64CX63CZR,2024-12-13,Insite,Vancouver,Fentanyl,Opioid,64.0
Fraser Health,YUNZX7A6GMKW,2024-12-11,SafePoint,Surrey,Fentanyl,Opioid,63.7
Vancouver Coastal,XFE229EYYPT6,2024-12-14,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,52.0
Vancouver Coastal,REVD2XJX7F72,2024-12-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.0
Interior Health,V2N62X6Z6A6M,2024-12-27,OUH (Kelowna),Kelowna,Down (Unknown Opioid),Opioid,6.3
Vancouver Coastal,JY8Z34BEPNH3,2024-12-06,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,74.7
Vancouver Coastal,823JG936F4J3,2024-12-16,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,12.8
Vancouver Coastal,B7R9N4JXT7FU,2024-12-12,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,21.6
Vancouver Coastal,JYFDTM2X8WZE,2024-12-22,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,13.0
Fraser Health,WFVATU4JB4RH,2024-12-31,Phoenix Society The Hub,Abbotsford,Fentanyl,Opioid,59.7
Vancouver Coastal,GGEGDZX7HXV3,2024-12-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,38.9
Vancouver Coastal,PU3UC67WW778,2024-12-17,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,48.0
Vancouver Coastal,6XCY2F7EEVG6,2024-12-07,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.8
Vancouver Coastal,827DM4X2DKUW,2024-12-07,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,Z6RJHJT7X62N,2024-12-06,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,47.2
Vancouver Coastal,88TFB888HGJF,2024-12-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Interior Health,B6B7TKTW84HG,2024-12-18,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,23.1
Vancouver Coastal,MQCPC442G6TA,2024-12-12,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.4
Vancouver Coastal,HHYUQ7H86NB4,2024-12-14,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,53.7
Vancouver Coastal,74AXJ6D8V23V,2024-12-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,5.2
Vancouver Coastal,99KHBA9DTD69,2024-12-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.1
Vancouver Coastal,A74NJENXG3TJ,2024-12-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.4
Vancouver Coastal,9KVQDF2J7RTQ,2024-12-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,63.8
Vancouver Coastal,QNXZFK6Z6QVN,2024-12-13,Community Resource Centre,Powell River,Fentanyl,Opioid,6.4
Fraser Health,BRRYUXMJJGHJ,2024-12-20,Outreach Hub,Burnaby,Fentanyl,Opioid,8.9
Vancouver Coastal,CJPWAA9QGFYN,2024-12-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,24.8
Fraser Health,B3KXMKWZK88K,2024-12-03,MCS The Haven,Mission,Down (Unknown Opioid),Opioid,17.8
Vancouver Coastal,QPA9NTZVD9UZ,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,24.7
Vancouver Coastal,WJ29WJQ26EKB,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,24.0
Vancouver Coastal,QBP7XWPJ3CGQ,2024-12-04,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.8
Vancouver Coastal,GEX2J9QTYNFT,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.8
Interior Health,PURJ22C3URTC,2024-12-09,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,28.6
Interior Health,4DJ77CNJD2YJ,2024-12-09,Martin St Outreach Centre OPS,Penticton,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,WM466U98BKJX,2024-12-07,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
Island Health,VP4H4DPKW3WX,2024-12-12,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,16.7
Vancouver Coastal,PMNYX3DBRK9K,2024-12-21,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.7
Vancouver Coastal,DYYRCCNZ4UEN,2024-12-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.1
Vancouver Coastal,BNKAFBDPRMYM,2024-12-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,25.4
Northern Health,KNBHTFZNPP6C,2024-12-25,POUNDS,Prince George,Down (Unknown Opioid),Opioid,11.1
Fraser Health,MHEBUCCQF6U9,2024-12-24,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.3
Vancouver Coastal,G9KRD9NU72YE,2024-12-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.9
Vancouver Coastal,78VRDKXVR9UG,2024-12-12,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.7
Vancouver Coastal,N4F8QEMAQWAF,2024-12-01,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.7
Interior Health,J6HUNXUDWYE8,2024-12-13,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,47.5
Interior Health,CU7XUBDZC8G2,2024-12-13,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,47.5
Vancouver Coastal,EU3G488CYT7H,2024-12-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.5
Fraser Health,P2F6J7JRG7KW,2024-12-03,MCS The Haven,Mission,Down (Unknown Opioid),Opioid,17.5
Vancouver Coastal,G6AZ4FPJA3KJ,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.2
Fraser Health,QQ34FMUBMHUB,2024-12-06,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.7
Vancouver Coastal,9EBBPAT29P82,2024-12-05,Insite,Vancouver,Down (Unknown Opioid),Opioid,10.4
Interior Health,62Y7WFF63KXE,2024-12-13,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,44.7
Vancouver Coastal,PJ8QX7UPV434,2024-12-02,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,43T23FYP8HXF,2024-12-31,Insite,Vancouver,Down (Unknown Opioid),Opioid,25.1
Island Health,8H8KNT3QRK8V,2024-12-27,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,12.1
Island Health,6FEYGFZY6PRK,2024-12-23,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,25.0
Fraser Health,NG4VN77X8R2K,2024-12-20,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,NAPYWU72M663,2024-12-12,Insite,Vancouver,Down (Unknown Opioid),Opioid,31.3
Vancouver Coastal,WB9YE9E9HQB9,2024-12-14,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.2
Vancouver Coastal,7HCAVFA7K7VW,2024-12-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.5
Vancouver Coastal,KYJU626J3TBE,2024-12-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.4
Vancouver Coastal,NBTC6VN8BZVH,2024-12-05,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.7
Vancouver Coastal,UM7EARUU8N4Q,2024-12-18,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.9
Fraser Health,PJAVCNB9GMX8,2024-12-18,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,8.7
Fraser Health,DXHAY2NR26H2,2024-12-06,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,7.5
Island Health,ZND7HKRR6WJ6,2024-12-23,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,18.0
Island Health,KHZRNH4C77VV,2024-12-28,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,21.1
Fraser Health,CZCPDT2FHR76,2024-12-13,Outreach Hub,Burnaby,Fentanyl,Opioid,22.8
Vancouver Coastal,RNRZVRZBMF2P,2024-12-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,9.7
Vancouver Coastal,3KDJE8G9APYQ,2024-12-01,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Vancouver Coastal,DXMBA9B2U2UR,2024-12-15,Community Resource Centre,Powell River,Down (Unknown Opioid),Opioid,13.2
Fraser Health,467QUDWB87XV,2024-12-20,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,12.1
Vancouver Coastal,K62PUHX2ED2T,2024-12-27,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,38.8
Vancouver Coastal,VQZXXPXW78RR,2024-12-15,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,34.7
Vancouver Coastal,T3NF397F88BK,2024-12-15,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,49.9
Fraser Health,ATFCC7WNWC4F,2024-12-13,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,20.9
Interior Health,VCCGG9XWVQM3,2024-12-03,ASK Wellness (433 Tranquille),Kamloops,Down (Unknown Opioid),Opioid,25.5
Vancouver Coastal,GK7VVPBNPB6Y,2024-12-31,Community Resource Centre,Powell River,Fentanyl,Opioid,13.0
Vancouver Coastal,FDJFDYU9KB4D,2024-12-24,Community Resource Centre,Powell River,Fentanyl,Opioid,19.1
