Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Interior Health,RW9VVHWPWM48,2024-10-31,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,12.2
Fraser Health,PRTKDTUT6Y8K,2024-10-26,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,21.0
Vancouver Coastal,CFNU8R9QFZCC,2024-10-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.3
Fraser Health,XDJJU4BRE4EK,2024-10-30,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,FBK68UDVUWGB,2024-10-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,24.9
Vancouver Coastal,3Q39MF7TZYVU,2024-10-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,HNB2EAAJHPC9,2024-10-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.8
Vancouver Coastal,E4UCUBR6EAFU,2024-10-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,7.7
Vancouver Coastal,4KEED99R9B9T,2024-10-25,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.2
Vancouver Coastal,UB9ZYN7CBBAY,2024-10-25,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.7
Fraser Health,AA4EBN4UJHTW,2024-10-18,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,50.8
Vancouver Coastal,VKF7WVT3RW49,2024-10-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.0
Island Health,ZKBRN8YZG29W,2024-10-21,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,6.2
Vancouver Coastal,KB6DT4PKKZU3,2024-10-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,21.4
Vancouver Coastal,D24KFJV4RJPU,2024-10-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.2
Vancouver Coastal,MRT7ZA7WFZ79,2024-10-15,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.5
Interior Health,KE94YP444ZUX,2024-10-15,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,14.1
Fraser Health,N8F7M9JTRHMY,2024-10-15,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.4
Fraser Health,B2DG44UGMMQH,2024-10-18,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,13.5
Fraser Health,P7B4HZJAEZAQ,2024-10-08,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.7
Fraser Health,97PA62A9KA22,2024-10-09,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.7
Fraser Health,TMJTNYTN4VT4,2024-10-11,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,50.3
Fraser Health,9GMPYVCMXD34,2024-10-11,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.3
Fraser Health,BPXJGDW4H83A,2024-10-11,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.8
Vancouver Coastal,7JX2NWC27V2R,2024-10-01,Insite,Vancouver,Down (Unknown Opioid),Opioid,63.6
Vancouver Coastal,JGT8CXFMNPKR,2024-10-01,Insite,Vancouver,Down (Unknown Opioid),Opioid,60.9
Interior Health,BQZ8JZJ33EBY,2024-10-03,Compass House (Penticton),Penticton,Down (Unknown Opioid),Opioid,14.6
Fraser Health,D36YNW2TRJVR,2024-10-04,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.9
Vancouver Coastal,BZHGRZE64EJB,2024-10-04,WCSS,Whistler,Down (Unknown Opioid),Opioid,33.7
Vancouver Coastal,WKCKGN8ZBZQK,2024-10-04,WCSS,Whistler,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,ZNVXFP9896BP,2024-10-07,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,MD3HVHUDYWTU,2024-10-08,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.5
Vancouver Coastal,X29F9XWWXQQ7,2024-10-08,Insite,Vancouver,Down (Unknown Opioid),Opioid,8.3
Vancouver Coastal,C23FM7XHTDR8,2024-10-04,Community Resource Centre,Powell River,Fentanyl,Opioid,20.1
Vancouver Coastal,DTHYWZVTT43C,2024-10-04,Community Resource Centre,Powell River,Fentanyl,Opioid,20.0
Vancouver Coastal,AVPF2MXJB6HZ,2024-10-03,Community Resource Centre,Powell River,Fentanyl,Opioid,18.9
Vancouver Coastal,KHF8V4TD4QUE,2024-10-14,Community Resource Centre,Powell River,Fentanyl,Opioid,21.3
