Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Island Health,MF2KVNABP6Q9,2024-01-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,13.8
Fraser Health,ZFNWFMYR6NNA,2024-01-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,22.0
Fraser Health,4G4T33GJC9BM,2024-01-29,Public Health Unit (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,26.5
Vancouver Coastal,A7NTG7AEERGB,2024-01-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.5
Vancouver Coastal,9YVCKBK6AP8R,2024-01-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.9
Vancouver Coastal,XJAQ47KCTJCG,2024-01-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.3
Vancouver Coastal,AYGCNW3PJ79M,2024-01-30,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.6
Vancouver Coastal,4BK36XN9MJNM,2024-01-31,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.2
Island Health,249MFHM6P9DX,2024-01-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,8.4
Fraser Health,4DQF87AXPUCX,2024-01-27,PCRS Wellness Centre,Chilliwack,Fentanyl,Opioid,54.1
Island Health,7C9KNNFXEMYN,2024-01-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.4
Fraser Health,RRJZ6QAMGEBJ,2024-01-28,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,24.3
Vancouver Coastal,BR7XT4B9W6W9,2024-01-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,26.2
Vancouver Coastal,F24HVW7KHBBK,2024-01-29,Insite,Vancouver,Down (Unknown Opioid),Opioid,66.4
Fraser Health,4P4FHCCEHHQ3,2024-01-23,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,47.3
Fraser Health,8RNCHVG8GH4G,2024-01-23,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,13.8
Fraser Health,HAM2M978R4MZ,2024-01-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.9
Island Health,9Q23PZ6EJMXD,2024-01-24,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,22.0
Interior Health,2824AE8PNZJF,2024-01-25,UBCO,Kelowna,Down (Unknown Opioid),Opioid,23.9
Fraser Health,GZ84CFRKXDN6,2024-01-19,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.0
Fraser Health,Q77H4RNAV3YE,2024-01-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.6
Fraser Health,F7X844426JWZ,2024-01-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.3
Fraser Health,G2CGTM7PTKCM,2024-01-22,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,19.4
Fraser Health,T6FJMZAFCURF,2024-01-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,14.0
Fraser Health,9WBRUQ94GUQM,2024-01-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,59.0
Fraser Health,H6NBV2KKDRYX,2024-01-23,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,69.1
Vancouver Coastal,TWKP74UQDKE7,2024-01-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.8
Fraser Health,J7YUUTVQP7W8,2024-01-19,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.5
Fraser Health,QXHC44T3K3F9,2024-01-19,Outreach Hub,Burnaby,Fentanyl,Opioid,38.8
Fraser Health,VY3Q2VF4G8VR,2024-01-16,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,24.0
Vancouver Coastal,F3XQDMKKWZ9P,2024-01-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.6
Vancouver Coastal,267GE2AZHQW3,2024-01-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,14.3
Fraser Health,Y72H9CKAR8HE,2024-01-16,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,29.9
Fraser Health,T3RGBRNA3WNH,2024-01-16,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,40.2
Vancouver Coastal,WNT7XDFFDXPV,2024-01-17,Insite,Vancouver,Down (Unknown Opioid),Opioid,12.9
Fraser Health,7W8H4UA7ZGTB,2024-01-12,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,23.9
Fraser Health,PMTCEZX4DCWA,2024-01-12,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,16.4
