Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,U6TRNHWXKFFJ,2022-06-30,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,21.5
Vancouver Coastal,Z9HYRDB67JFM,2022-06-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,31.6
Vancouver Coastal,BA2XVJTKTF6W,2022-06-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.0
Fraser Health,QRKMUB3JW7VN,2022-06-30,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,8.8
Vancouver Coastal,GQUMM9AWMJAE,2022-06-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.6
Vancouver Coastal,2YP887629D22,2022-06-30,Insite,Vancouver,Fentanyl,Opioid,14.7
Fraser Health,EKMF6GNVY8PM,2022-06-30,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.0
Fraser Health,7R7DWVCAMEEZ,2022-06-30,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,12.2
Vancouver Coastal,M99MRWY2W486,2022-06-30,Insite,Vancouver,Fentanyl,Opioid,11.3
Fraser Health,NTZZTZVQ39B9,2022-06-30,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,11.9
Fraser Health,32UNF472VBM6,2022-06-30,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,9.7
Vancouver Coastal,EPEPCYTEKCEY,2022-06-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.8
Vancouver Coastal,UKH8GDQE767B,2022-06-29,Insite,Vancouver,Fentanyl,Opioid,8.2
Vancouver Coastal,TP9CYBABXJZ6,2022-06-29,Insite,Vancouver,Fentanyl,Opioid,11.6
Fraser Health,U9JKZVVJ6W46,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,20.1
Fraser Health,6NG6RKMB33ZN,2022-06-29,SafePoint,Surrey,Fentanyl,Opioid,25.7
Fraser Health,PCF8BM4NH998,2022-06-29,SafePoint,Surrey,Fentanyl,Opioid,16.5
Interior Health,FCVQDCBJHN46,2022-06-29,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,8.6
Interior Health,FVCNK69MDVJN,2022-06-29,Cammy LaFleur Outreach (Vernon),Vernon,Fentanyl,Opioid,6.7
Vancouver Coastal,4H3C43XC9CPG,2022-06-29,Insite,Vancouver,Fentanyl,Opioid,14.3
Vancouver Coastal,KYP7KB6HPAUP,2022-06-29,Insite,Vancouver,Fentanyl,Opioid,40.1
Fraser Health,XAPE4X6DXABQ,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,13.4
Vancouver Coastal,BDA3HWNFP3HN,2022-06-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,31.3
Fraser Health,4W8ZX38KUV67,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,18.3
Fraser Health,JVC9CVPRBCZE,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.1
Fraser Health,NUXQQNEYCMX6,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.9
Fraser Health,U44YD4HQ38PN,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,18.8
Fraser Health,CW2QHV8E3XBP,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.4
Vancouver Coastal,FNKFX8HFKWHD,2022-06-29,Insite,Vancouver,Fentanyl,Opioid,20.8
Fraser Health,NENCJNRVNM3R,2022-06-29,SafePoint,Surrey,Fentanyl,Opioid,63.1
Fraser Health,UMDAFF24P7Z7,2022-06-29,SafePoint,Surrey,Down (Unknown Opioid),Opioid,15.5
Vancouver Coastal,BUPMZFZUT8YP,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.5
Vancouver Coastal,RXDCHZZR9ZPB,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,67.2
Interior Health,3K3FY49DARCF,2022-06-28,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,11.7
Vancouver Coastal,6BDRQYY9N6CQ,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.4
Vancouver Coastal,9BV8P97TNEP8,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,BJV2G97AKYMP,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.3
Vancouver Coastal,CRKZYGQVQ6TF,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.3
Vancouver Coastal,JXAGK7NY6CWX,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.7
Vancouver Coastal,WDQTBRTBJ2Z7,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,47.9
Interior Health,2HYDRZDZ7NK7,2022-06-28,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,19.0
Vancouver Coastal,3KDJMPJPZ7Y4,2022-06-28,Insite,Vancouver,Fentanyl,Opioid,9.9
Interior Health,KDX263N44WW9,2022-06-28,ANKORS (Cranbrook),Cranbrook,Fentanyl,Opioid,14.6
Vancouver Coastal,U6ZXXTPHCW4V,2022-06-28,Insite,Vancouver,Fentanyl,Opioid,9.9
Vancouver Coastal,3A243PFAMPWN,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.9
Vancouver Coastal,X6WMTW2TURF4,2022-06-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.3
Vancouver Coastal,BEQCY34G637W,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,25.0
Vancouver Coastal,RYY2PFEHWRYR,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,9.2
Vancouver Coastal,DWDRUGQW2HV4,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,16.1
Vancouver Coastal,JEGGV4JVW7JZ,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,16.0
Vancouver Coastal,X83ZF4QUV63X,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,23.4
Vancouver Coastal,CW98U7YZA9QK,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,6.0
Vancouver Coastal,3NWNDQV7FBZX,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,10.1
Vancouver Coastal,K6BGPDZBTGZE,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,53.5
Vancouver Coastal,XZUN2E69Q3V6,2022-06-27,Insite,Vancouver,Fentanyl,Opioid,9.5
Vancouver Coastal,FBVW4ZQ7ZVAJ,2022-06-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,35.0
Vancouver Coastal,4V3DH4V663CF,2022-06-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.3
Vancouver Coastal,HNHMCCPXJETE,2022-06-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.8
Vancouver Coastal,3JEDEQTFZ7XX,2022-06-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,54.4
Vancouver Coastal,PCRXNAZ8FVDK,2022-06-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,67.7
Vancouver Coastal,RTNEMHGBRP4D,2022-06-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.4
Fraser Health,VN8KUVD6DDUK,2022-06-26,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,17.1
Vancouver Coastal,ARXHQCF4VTBB,2022-06-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.8
Vancouver Coastal,DU6YJPRJEDDZ,2022-06-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,FVEPEKPMV27T,2022-06-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.0
Vancouver Coastal,RAD7ZP4YUK2Z,2022-06-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.6
Vancouver Coastal,43NCWQXRJTMT,2022-06-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.0
Vancouver Coastal,4CPWKJ4JD4GU,2022-06-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,6.3
Vancouver Coastal,THMPUC9NMGQ9,2022-06-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.5
Vancouver Coastal,9QBNTFV3WDDV,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,64.5
Vancouver Coastal,CM6MBGZDDAV2,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.9
Vancouver Coastal,3UCCZH8J8AUV,2022-06-24,Insite,Vancouver,Fentanyl,Opioid,18.7
Vancouver Coastal,QRF6RGUPAZUQ,2022-06-24,Insite,Vancouver,Fentanyl,Opioid,19.8
Vancouver Coastal,JDJX3V3U7F9D,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Fraser Health,N7XXU7DN29AB,2022-06-24,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,11.0
Vancouver Coastal,KJ8WQGHU4HPD,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.7
Vancouver Coastal,8BZ27JZ7ZMVP,2022-06-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,50.4
Vancouver Coastal,PVPHKV9WAMVR,2022-06-24,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,45.0
Vancouver Coastal,VKURD9TBBNT4,2022-06-24,Insite,Vancouver,Fentanyl,Opioid,14.0
Vancouver Coastal,VNM8GY646N4D,2022-06-24,Insite,Vancouver,Fentanyl,Opioid,14.8
Vancouver Coastal,MNBA9Z2AJTFP,2022-06-24,Insite,Vancouver,Fentanyl,Opioid,10.0
Vancouver Coastal,64NHGB3QVTX3,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,84NQPJQ74JYK,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.2
Vancouver Coastal,KJPGGW4RPPWC,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.7
Vancouver Coastal,TX2ZXFQERPY7,2022-06-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.6
Interior Health,K749QZXNT7JK,2022-06-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,12.7
Interior Health,QEU7DA8XD8C2,2022-06-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,9.5
Interior Health,MU9MDWBV77BA,2022-06-23,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,16.1
Interior Health,VRV6C33J22KG,2022-06-23,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,15.4
Northern Health,H4XHNH32JXNW,2022-06-23,Northwest ICMT,Terrace,Down (Unknown Opioid),Opioid,9.1
Interior Health,JNV8PKGK4EVJ,2022-06-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,12.1
Interior Health,MZ72HZAGMVBM,2022-06-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,10.7
Interior Health,UMJRUPBBUY9D,2022-06-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,7.3
Interior Health,ZM9NGAQCV7FB,2022-06-23,ANKORS (Nelson),Nelson,Fentanyl,Opioid,12.9
Vancouver Coastal,9Z9ZNG39V3VD,2022-06-23,Insite,Vancouver,Fentanyl,Opioid,54.9
Northern Health,8WZZUPZ3T7RM,2022-06-23,POUNDS,Prince George,Down (Unknown Opioid),Opioid,5.6
Vancouver Coastal,EV9A899E4MA9,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.7
Vancouver Coastal,9NWQPCAHEDPY,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.5
Vancouver Coastal,HJCPWDDXJAVW,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,4.9
Vancouver Coastal,ZB7KCNVKRKPR,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.4
Northern Health,YTBD6W99F48N,2022-06-23,POUNDS,Prince George,Down (Unknown Opioid),Opioid,9.7
Fraser Health,8RW9HHQR649M,2022-06-23,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,11.2
Fraser Health,V4WWXZMXKDWU,2022-06-23,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,13.8
Vancouver Coastal,GU943G8MH8JF,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.3
Vancouver Coastal,J7XTX7PFFQM2,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.1
Vancouver Coastal,R2ZCKY8CDWWU,2022-06-23,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,47.7
Vancouver Coastal,GJ2JZEDG7FD3,2022-06-22,Insite,Vancouver,Fentanyl,Opioid,16.1
Vancouver Coastal,QVUKUYG43NWH,2022-06-22,Osborn Shelter,Vancouver,Down (Unknown Opioid),Opioid,9.2
Vancouver Coastal,9YR7BNCZRBGZ,2022-06-22,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.4
Interior Health,JGJVC2CAZ7QK,2022-06-22,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,15.2
Vancouver Coastal,YHWW8DBCG3FG,2022-06-22,Molson OPS,Vancouver,Fentanyl,Opioid,11.1
Vancouver Coastal,3WQQ2HUJHJZK,2022-06-22,Osborn Shelter,Vancouver,Down (Unknown Opioid),Opioid,24.1
Vancouver Coastal,6Z2DRGMTJCBT,2022-06-22,Osborn Shelter,Vancouver,Down (Unknown Opioid),Opioid,11.4
Interior Health,7GCCN88PBT9F,2022-06-22,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,45.0
Vancouver Coastal,2ZHNRZQKF3EK,2022-06-22,Insite,Vancouver,Fentanyl,Opioid,12.2
Vancouver Coastal,GD9Y9KZ9299J,2022-06-22,Osborn Shelter,Vancouver,Down (Unknown Opioid),Opioid,18.6
