Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,QQ9GFBQCPB7W,2023-02-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.0
Vancouver Coastal,FXAG2HFAAXFK,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,4.6
Vancouver Coastal,7DVC4PA89WF3,2023-02-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,67.4
Interior Health,JC98U4FM7PQH,2023-02-28,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,16.3
Vancouver Coastal,V788U37NUFWU,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,20.4
Vancouver Coastal,TAZT4X24AF8G,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,15.4
Vancouver Coastal,4Y9N6ER4EH7V,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,15.7
Vancouver Coastal,JPUXXRT4DVZF,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,29.1
Vancouver Coastal,M2FGBR2JRCBZ,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,15.3
Vancouver Coastal,Z47ZGTT2WX88,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,16.1
Vancouver Coastal,FRGY6KBNGYZD,2023-02-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Interior Health,D8728P32AE6E,2023-02-28,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,22.2
Interior Health,T7XCPYQJXWYN,2023-02-28,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,15.7
Vancouver Coastal,GR9RNBGZT8EC,2023-02-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,34.4
Vancouver Coastal,4FHUNAK2NDFH,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,14.7
Interior Health,YX2NVE7WMRAV,2023-02-28,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,13.3
Vancouver Coastal,NG3DRZ3HP3YM,2023-02-28,Insite,Vancouver,Fentanyl,Opioid,8.5
Interior Health,BUHPBPEGNYVE,2023-02-28,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,25.6
Interior Health,B3JTHY2V4EK6,2023-02-28,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,16.0
Interior Health,EEZ8UDGMZJMU,2023-02-28,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,19.3
Interior Health,N4FKHFXAC32M,2023-02-28,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,10.4
Fraser Health,4ZEM6DA3BRT6,2023-02-28,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,33.8
Vancouver Coastal,WDUB2UWK697W,2023-02-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.3
Vancouver Coastal,K3M2J2W9BNZN,2023-02-27,Insite,Vancouver,Fentanyl,Opioid,7.0
Interior Health,EQJQBKWQH6YZ,2023-02-27,P+OPS Mobile (Penticton),Penticton,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,HE6BQFEM2BDZ,2023-02-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.8
Vancouver Coastal,8RQDQK3THBWK,2023-02-27,Molson OPS,Vancouver,Fentanyl,Opioid,15.6
Vancouver Coastal,KEBHV8CNBN8E,2023-02-27,Molson OPS,Vancouver,Fentanyl,Opioid,18.3
Fraser Health,A9AUPXPGVPZ8,2023-02-27,Fraser Canyon Clinic,Hope,Down (Unknown Opioid),Opioid,9.2
Fraser Health,MZT3W2PDN6ND,2023-02-27,Fraser Canyon Clinic,Hope,Down (Unknown Opioid),Opioid,13.4
Fraser Health,NCDNHEUKRNXH,2023-02-27,Fraser Canyon Clinic,Hope,Down (Unknown Opioid),Opioid,14.1
