Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Interior Health,NR2E4MDNU2VQ,2023-07-31,Burdock House (Penticton),Penticton,Fentanyl,Opioid,20.3
Interior Health,MMEMURG2Y8PR,2023-07-31,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,20.7
Vancouver Coastal,N3W9T7U7XZQH,2023-07-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.2
Vancouver Coastal,KMMMHBF6UV66,2023-07-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,60.6
Vancouver Coastal,38XZ3Y6QKJ8J,2023-07-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.1
Interior Health,AFF88RKNJAJB,2023-07-31,Burdock House (Penticton),Penticton,Down (Unknown Opioid),Opioid,14.6
Fraser Health,Q8V7MK6WVYCX,2023-07-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,13.3
Interior Health,22YUMY3VNP83,2023-07-31,P+OPS Mobile (Penticton),Penticton,Fentanyl,Opioid,15.4
Interior Health,DBR3RR8GGGQE,2023-07-31,P+OPS Mobile (Penticton),Penticton,Fentanyl,Opioid,18.8
Interior Health,UBCWPHMM2NNY,2023-07-31,P+OPS Mobile (Penticton),Penticton,Fentanyl,Opioid,21.3
Vancouver Coastal,JP2TYVXZ7HWK,2023-07-31,Insite,Vancouver,Fentanyl,Opioid,8.2
Vancouver Coastal,KWHQBZWAVFC8,2023-07-31,Community Resource Centre,Powell River,Heroin,Opioid,25.9
Fraser Health,HHAZEVCRN4RF,2023-07-31,Fraser Canyon Clinic (Hope),Hope,Down (Unknown Opioid),Opioid,14.2
Vancouver Coastal,XQ6ZD3G66G8R,2023-07-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.7
Interior Health,QCVT93XA2CNT,2023-07-31,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,7.9
Fraser Health,EVPJBE3WDQXA,2023-07-31,Public Health Unit (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,17.7
Fraser Health,YYUDPNEPUHFU,2023-07-31,Public Health Unit (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,20.6
Fraser Health,TB4TU2CE83EA,2023-07-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,24.7
Interior Health,FN6YTBUC733G,2023-07-31,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,12.0
Interior Health,FVZXUZMAKWN4,2023-07-31,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,10.4
Interior Health,P9A9MEHFCF7F,2023-07-31,ANKORS (Grand Forks),Grand Forks,Down (Unknown Opioid),Opioid,9.5
Fraser Health,4UCJDZ6CYUWT,2023-07-30,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,15.4
Fraser Health,9N3DZM7692DA,2023-07-30,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,19.7
Fraser Health,FZWN4GTNW98F,2023-07-30,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,8.0
Fraser Health,YQUW7P3RYH76,2023-07-30,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,23.6
Vancouver Coastal,9U7XFVUUGQH7,2023-07-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,29.5
Vancouver Coastal,9VK9WMPFCV6X,2023-07-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.9
Fraser Health,27CPXAGQM3VN,2023-07-30,MCS The Haven,Mission,Down (Unknown Opioid),Opioid,13.1
Fraser Health,R6YQ3MRQF32Z,2023-07-30,MCS The Haven,Mission,Down (Unknown Opioid),Opioid,11.5
Fraser Health,P2JM4A37YERT,2023-07-30,MRSOS,Maple Ridge,Down (Unknown Opioid),Opioid,14.3
Vancouver Coastal,99UZWWGPT6EW,2023-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.6
Vancouver Coastal,7QQT4XEF9WX7,2023-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.0
Vancouver Coastal,8CYPVKFNTD2B,2023-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.2
Vancouver Coastal,MWUCRZE6BTUN,2023-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,40.9
Vancouver Coastal,ZNRRG88ZYZXW,2023-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.9
Vancouver Coastal,TMHX7CJZ98GM,2023-07-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
Fraser Health,49FMFPPJJMHB,2023-07-29,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,18.3
Fraser Health,3226RZVA7PUN,2023-07-29,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,18.1
Fraser Health,6R6QGQ34NEQF,2023-07-29,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,24.9
Fraser Health,88GC9FZNAN2Y,2023-07-29,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,22.3
Fraser Health,HQTCRPBFAXAZ,2023-07-29,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,19.1
Fraser Health,ZJVFBJ3Z3C6M,2023-07-29,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,20.2
Vancouver Coastal,N24WUHBWA92Q,2023-07-29,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,66.5
Fraser Health,U7YKXDJWQU2B,2023-07-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,20.5
Fraser Health,URFQN9Z738HW,2023-07-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,5.6
Fraser Health,HNHTHNC7T7KH,2023-07-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,45.0
Fraser Health,NHFUF8GGYNNP,2023-07-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,12.3
Vancouver Coastal,R4NXYNYZ72HD,2023-07-28,Insite,Vancouver,Fentanyl,Opioid,21.1
Interior Health,K2986K2T98K9,2023-07-28,Travelodge Shelter,Cranbrook,Down (Unknown Opioid),Opioid,21.4
Interior Health,X8VCD7EUFMBY,2023-07-28,Travelodge Shelter,Cranbrook,Down (Unknown Opioid),Opioid,20.8
Vancouver Coastal,PJY763CRHTP8,2023-07-28,Insite,Vancouver,Fentanyl,Opioid,21.1
Vancouver Coastal,XTQMFMXFQ6ZM,2023-07-28,Insite,Vancouver,Fentanyl,Opioid,22.2
Island Health,4UNRVK38XAJG,2023-07-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.6
Island Health,ANMB9NG3DTPR,2023-07-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.0
Island Health,CJWPJCCY2JPW,2023-07-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,11.2
Island Health,NC2Y23BMTRDA,2023-07-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.8
Island Health,UHYTAMEF6C92,2023-07-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,10.0
Fraser Health,AU4AEFBWW7RD,2023-07-28,Abby Drug War Survivors (NOMAD),Abbotsford,Down (Unknown Opioid),Opioid,11.5
Fraser Health,3NXB242AWZHM,2023-07-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,43.8
Fraser Health,VGYURD88VKN3,2023-07-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,43.9
Vancouver Coastal,R7YBJETMBY6U,2023-07-28,Insite,Vancouver,Fentanyl,Opioid,17.1
Vancouver Coastal,M6HBC7YT893C,2023-07-27,Insite,Vancouver,Fentanyl,Opioid,22.4
Island Health,C88CK8NDWYFV,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,10.6
Vancouver Coastal,R92TYR2UB6VZ,2023-07-27,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,67.6
Island Health,MCVTTBVJYNP2,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.9
Island Health,VXC2GRGTWT42,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,15.2
Vancouver Coastal,YK4XG7NAZB4A,2023-07-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.3
Vancouver Coastal,FJQEBPFBFMWU,2023-07-27,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,23.9
Island Health,NUV7VUPCDTBA,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.7
Island Health,7TJZZCAPG29U,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,15.0
Island Health,QFVHVC4GU86H,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.2
Island Health,TRBNZ8BQAA44,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.5
Island Health,83DPV899CUHX,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.7
Island Health,B4BKA6BGA4ZZ,2023-07-27,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,15.4
Vancouver Coastal,XTWZWH78F22P,2023-07-27,Community Resource Centre,Powell River,Down (Unknown Opioid),Opioid,24.7
Vancouver Coastal,K33GU6GKD7UM,2023-07-27,Insite,Vancouver,Fentanyl,Opioid,5.7
Vancouver Coastal,G92RAGZHHPP3,2023-07-27,Community Resource Centre,Powell River,Fentanyl,Opioid,28.2
Vancouver Coastal,UWXQNB8GX6BJ,2023-07-27,Community Resource Centre,Powell River,Fentanyl,Opioid,39.1
Vancouver Coastal,EUXR32DYDKM9,2023-07-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.8
Vancouver Coastal,KRNDXBERBC6K,2023-07-27,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,63.6
Vancouver Coastal,6T4J3QXUZH4V,2023-07-27,Insite,Vancouver,Fentanyl,Opioid,15.0
Vancouver Coastal,G7ZYFXZUD64U,2023-07-26,Community Resource Centre,Powell River,Down (Unknown Opioid),Opioid,14.7
Fraser Health,TZBDNT9E3JCQ,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,6.0
Fraser Health,EXXMHF39P2AV,2023-07-26,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,13.4
Fraser Health,RBQPH87EB8D8,2023-07-26,SafePoint,Surrey,Down (Unknown Opioid),Opioid,15.4
Interior Health,H7MPVPPEXVT6,2023-07-26,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,63.8
Vancouver Coastal,JX779QV4KVFK,2023-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,31.2
Fraser Health,PBJXDMGAEBJZ,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,6.5
Vancouver Coastal,WMK6Y7JER788,2023-07-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,39.1
Vancouver Coastal,B9RQ3TB23C73,2023-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.7
Vancouver Coastal,4B8BHD3U27BE,2023-07-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,31.9
Vancouver Coastal,AAP3UVRBV8HA,2023-07-26,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,16.6
Vancouver Coastal,M9KRTF3T2FUK,2023-07-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,59.4
Vancouver Coastal,UFB3B8X7BEU6,2023-07-26,Insite,Vancouver,Fentanyl,Opioid,18.5
Island Health,4F9FEAYMM28E,2023-07-26,CMHA,Nanaimo,Fentanyl,Opioid,32.7
Interior Health,FF6QDBXWTDGW,2023-07-26,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,23.9
Interior Health,H6P94XEBWQ2H,2023-07-26,Outreach Urban Health,Kelowna,Down (Unknown Opioid),Opioid,41.3
Vancouver Coastal,436EAFJV86EU,2023-07-26,Insite,Vancouver,Fentanyl,Opioid,16.9
Fraser Health,4JX2DFYNYGVZ,2023-07-26,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,20.5
Fraser Health,QFFDMGTJTAFF,2023-07-26,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,22.7
Fraser Health,GJYK3ETE8HYP,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Fentanyl,Opioid,60.3
Vancouver Coastal,A37YYMWCDDBP,2023-07-26,Insite,Vancouver,Fentanyl,Opioid,32.4
Vancouver Coastal,DRM3TGTZ73PQ,2023-07-26,Insite,Vancouver,Fentanyl,Opioid,30.8
Vancouver Coastal,HWGQ6J44ACVT,2023-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.1
Island Health,TYY4P8TDK6GN,2023-07-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.6
Island Health,WNKX2GJ9NRMB,2023-07-26,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,5.4
Fraser Health,4TZKYBTA7KJF,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,19.2
Fraser Health,F3UJ7J774FPW,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,43.9
Fraser Health,PP72QQZF88PH,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Fentanyl,Opioid,57.6
Fraser Health,DERB6NJTPT3R,2023-07-26,Ruth and Naomi's (Chilliwack),Chilliwack,Down (Unknown Opioid),Opioid,65.7
Vancouver Coastal,JMAECYQ77T4C,2023-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.8
Fraser Health,3JGKBCAWWP4B,2023-07-26,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,18.6
Vancouver Coastal,38P8NNV4D4WN,2023-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,59.4
Fraser Health,QU8TGQ2V262G,2023-07-25,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,21.5
Vancouver Coastal,W8Q9UBEJRGYD,2023-07-25,Insite,Vancouver,Fentanyl,Opioid,18.2
Vancouver Coastal,ZVD4ZUZPZMUB,2023-07-25,Insite,Vancouver,Fentanyl,Opioid,19.4
Fraser Health,PTU2QYUMCZBD,2023-07-25,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.0
Fraser Health,QHHDQ93JCF7T,2023-07-25,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,12.7
Fraser Health,TKQF6PJ6HZXJ,2023-07-25,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,24.9
Vancouver Coastal,3FUFTUCDG3WR,2023-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.1
Fraser Health,B2CGD6C48X6N,2023-07-25,3030 Gordon,Coquitlam,Down (Unknown Opioid),Opioid,20.4
Vancouver Coastal,WT7D96QWY4RC,2023-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.2
Island Health,6MYUTRA6MKEC,2023-07-25,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.2
Vancouver Coastal,QPC9U62MB8M9,2023-07-25,Insite,Vancouver,Fentanyl,Opioid,6.2
Vancouver Coastal,XMHNGVRT7VJ8,2023-07-25,Insite,Vancouver,Fentanyl,Opioid,12.1
Vancouver Coastal,KQ2GXKX6PNWG,2023-07-24,Insite,Vancouver,Fentanyl,Opioid,66.4
Vancouver Coastal,732NHE3KY7U3,2023-07-24,Community Resource Centre,Powell River,Fentanyl,Opioid,31.1
