Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Island Health,FGCMU99KZ22F,2024-09-30,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,53.8
Island Health,44T7ED4N4444,2024-09-27,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,5.8
Fraser Health,KRZVWZHPNHGU,2024-09-27,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,30.4
Vancouver Coastal,MHVMXPFEB8FZ,2024-09-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,13.4
Vancouver Coastal,JJ9G6326NDUT,2024-09-25,Sechelt OPS,Sechelt,Fentanyl,Opioid,14.7
Fraser Health,GQ9Z263CRM4E,2024-09-25,Lookout Society Red Lion,Abbotsford,Fentanyl,Opioid,16.9
Vancouver Coastal,JB2DC3TUU4J6,2024-09-26,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.9
Vancouver Coastal,DZDMXEHZU2T6,2024-09-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,23.1
Vancouver Coastal,UY6TG66Q7DXW,2024-09-23,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.7
Fraser Health,YTT7JXUUKUNA,2024-09-20,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,29.5
Fraser Health,3GD4F9GWP9MB,2024-09-20,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,16.1
Fraser Health,GUEZMEKGNPRV,2024-09-20,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,18.1
Fraser Health,YQ2BBY2FT4DW,2024-09-18,Food for the Soul,Maple Ridge,Down (Unknown Opioid),Opioid,25.2
Vancouver Coastal,RBR97X2M7ZJU,2024-09-18,Community Resource Centre,Powell River,Fentanyl,Opioid,22.1
Vancouver Coastal,W99AMVZZGMP8,2024-09-18,Community Resource Centre,Powell River,Fentanyl,Opioid,27.4
Fraser Health,3BYH62JGRTGJ,2024-09-18,SafePoint,Surrey,Down (Unknown Opioid),Opioid,15.7
Vancouver Coastal,32ZP2Z74UXQF,2024-09-18,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.9
Vancouver Coastal,89RKZC3ZJWQC,2024-09-13,Insite,Vancouver,Down (Unknown Opioid),Opioid,15.4
Fraser Health,X4QXWQ2C2BTB,2024-09-17,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,12.3
Fraser Health,M38R366T8TJJ,2024-09-13,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,22.4
Fraser Health,AE2BMBGH44EZ,2024-09-13,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,26.7
Fraser Health,PBKEWD6J97VZ,2024-09-10,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.0
Island Health,6KXAV6BVV4KW,2024-09-09,CMHA (Albert St.),Nanaimo,Down (Unknown Opioid),Opioid,10.4
Fraser Health,DBGRGU7BJWZG,2024-09-10,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.7
Fraser Health,K7BAV34P8NRD,2024-09-06,Foxglove Housing,Surrey,Heroin,Opioid,13.5
Vancouver Coastal,M4Y8ZYRWRPGN,2024-09-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,37.3
Fraser Health,ZBWJ6UGU3JAF,2024-09-06,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,49.2
Fraser Health,9XBFUB7PXZXX,2024-09-06,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,22.6
