Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,ZMM9XVFDBCXC,2023-09-30,PCRS Wellness Centre,Chilliwack,Down (Unknown Opioid),Opioid,17.0
Northern Health,UMXRV7RUWHAG,2023-09-29,POUNDS,Prince George,Down (Unknown Opioid),Opioid,20.7
Northern Health,ZF3EPYVQJAD9,2023-09-29,POUNDS,Prince George,Down (Unknown Opioid),Opioid,21.8
Interior Health,HWEMCMYAVFFU,2023-09-29,Medicine Shoppe Pharmacy,Vernon,Fentanyl,Opioid,64.4
Fraser Health,C9WBBTT47R99,2023-09-29,Lookout Society Cole Starnes,Abbotsford,Down (Unknown Opioid),Opioid,28.0
Fraser Health,VEYQQPVX9JPT,2023-09-29,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,19.6
Fraser Health,DX6GA2DERJ4T,2023-09-29,Lookout Society Cole Starnes,Abbotsford,Down (Unknown Opioid),Opioid,29.6
Fraser Health,9C2WFC4RYGYQ,2023-09-29,Outreach Hub,Burnaby,Fentanyl,Opioid,26.0
Interior Health,TD2MPBDC4FF8,2023-09-29,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,21.7
Interior Health,XMG69WQ42TQ4,2023-09-29,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,23.3
Vancouver Coastal,894TA2MT6T7C,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.7
Vancouver Coastal,H3YDV6B27K7C,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.7
Island Health,7VMTVC4F9MMB,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,4.7
Island Health,8V9VVKMKQRJ4,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,3.7
Fraser Health,6N7GED3N4TB6,2023-09-28,Purpose Society,New Westminster,Fentanyl,Opioid,11.6
Vancouver Coastal,G3XNCZ28FFPT,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.8
Vancouver Coastal,TKP39W6AHTNK,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.8
Interior Health,FWYN8RHYCCAP,2023-09-28,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,20.6
Vancouver Coastal,Z3FDMMDRACY9,2023-09-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,64.5
Vancouver Coastal,GPDWA8GBXU38,2023-09-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,64.5
Vancouver Coastal,ZGBPGC82FBY7,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.3
Vancouver Coastal,MT34B39JFMDA,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.3
Island Health,EAF9JQ2PVC9F,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,7.1
Island Health,26GV4W844TPG,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.7
Island Health,CVR6VHFVNGEZ,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,22.4
Island Health,DFZPHK6J2UUF,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,1.6
Vancouver Coastal,MF6NUKHKQ4KZ,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Vancouver Coastal,UHW4VKVFXQ8T,2023-09-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.5
Island Health,ARCVHYZA2PNP,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.7
Island Health,F6YNPH434983,2023-09-28,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,DHRW89QDUCU3,2023-09-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.1
Vancouver Coastal,Y6X6F6H37R2C,2023-09-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.1
