Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Fraser Health,HKJCE6B8ATYT,2022-08-31,Mountainside Harm Reduction Society,Chilliwack,Fentanyl,Opioid,21.6
Vancouver Coastal,R83WUPQ622HK,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,17.5
Vancouver Coastal,4BNG9TRQ8ANN,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,16.1
Fraser Health,9C33ZJXET3KT,2022-08-31,Mountainside Harm Reduction Society,Chilliwack,Down (Unknown Opioid),Opioid,14.8
Vancouver Coastal,BNR9VNPY7PB8,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,21.4
Vancouver Coastal,EH3FNAZJYWUD,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,6.5
Vancouver Coastal,EYDRXC28FDTU,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,12.0
Vancouver Coastal,P9W8TAMKUPWT,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,4.8
Vancouver Coastal,DZAJGKG7H7XU,2022-08-31,Insite,Vancouver,Fentanyl,Opioid,16.9
Vancouver Coastal,RK337KQYMZ3J,2022-08-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,7.8
Vancouver Coastal,X2WGT2EWHXAN,2022-08-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,70.2
Vancouver Coastal,QR7KVY39HZYW,2022-08-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.4
Fraser Health,FMV47AZNDN4T,2022-08-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,27.3
Fraser Health,6NKF8UQ43YHP,2022-08-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.7
Fraser Health,TYBYE29CFYEQ,2022-08-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.0
Fraser Health,YGFW34QT9ZKM,2022-08-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,11.0
Fraser Health,ZF69V9AQ2NZJ,2022-08-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,16.5
Fraser Health,YHHH79CE8T99,2022-08-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,11.6
Interior Health,747KP7XNMWW7,2022-08-30,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,13.2
Interior Health,MD8Q6VYT86N3,2022-08-30,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,19.3
Interior Health,YETET934WPWW,2022-08-30,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,5.5
Interior Health,ZNTP7WKC6RCF,2022-08-30,Cammy LaFleur Outreach (Vernon),Vernon,Down (Unknown Opioid),Opioid,16.8
Vancouver Coastal,4Q384VA3XVKY,2022-08-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,70.9
Vancouver Coastal,TNAZD89363PT,2022-08-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.2
Interior Health,KW892N764WVK,2022-08-30,Cammy LaFleur Outreach (Vernon),Vernon,Fentanyl,Opioid,5.7
Vancouver Coastal,98CU342AGMWX,2022-08-30,Insite,Vancouver,Fentanyl,Opioid,27.0
Vancouver Coastal,8M8B93ZWBVTX,2022-08-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,24.3
Vancouver Coastal,4969HRKBCEFT,2022-08-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.1
Vancouver Coastal,BX3QTKQKVPTW,2022-08-29,Insite,Vancouver,Fentanyl,Opioid,16.8
Fraser Health,ZWMREMNXJURR,2022-08-29,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,22.6
Vancouver Coastal,KFAJMNYMNFNB,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.2
Vancouver Coastal,EZVW9VRWVAXK,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,8.1
Vancouver Coastal,7C6RQZTBEDAU,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.9
Vancouver Coastal,EKNPMRVMD69U,2022-08-29,Insite,Vancouver,Fentanyl,Opioid,24.4
Interior Health,J2XDHCPRGN7K,2022-08-29,Penticton Soupateria,Penticton,Fentanyl,Opioid,15.8
Vancouver Coastal,NZ38THU6FZ3B,2022-08-29,Insite,Vancouver,Fentanyl,Opioid,14.9
Vancouver Coastal,PQAZHBZXG2D3,2022-08-29,Insite,Vancouver,Fentanyl,Opioid,28.3
Vancouver Coastal,78JU3HX3267C,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.4
Vancouver Coastal,AWHQH9Q7XQ4K,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,9.9
Vancouver Coastal,EZ2NZNVQK3G8,2022-08-29,Insite,Vancouver,Fentanyl,Opioid,27.1
Vancouver Coastal,7NF7GK7BKB6B,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,12.5
Vancouver Coastal,C6CJF7XFNVBZ,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.6
Interior Health,M7GDWBG7A4UU,2022-08-29,Penticton Soupateria,Penticton,Fentanyl,Opioid,14.8
Vancouver Coastal,9DF7A3HDG7TE,2022-08-29,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.6
Vancouver Coastal,BJMBGC3TADKT,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.0
Vancouver Coastal,CQNGAVC3GJQ7,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,30.0
Vancouver Coastal,EKDBZJEDPCER,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,41.3
Vancouver Coastal,YQ7DUNYYBWR2,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.6
Vancouver Coastal,D33XZ3JD4293,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.0
Vancouver Coastal,R6VERUKXXYJF,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,XPWXYEXFUGJT,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.7
Vancouver Coastal,GRT48D3EQW84,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.9
Vancouver Coastal,2DPJGZAXN3F3,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,42.2
Vancouver Coastal,NH4P8WCRRQNR,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,24.8
Vancouver Coastal,YVE8P3MGXADN,2022-08-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,64.7
Vancouver Coastal,HXH23BD8D89N,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,26.7
Fraser Health,6HU2MWWRJXDF,2022-08-28,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,31.6
Fraser Health,K267RCNRM9D8,2022-08-28,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,7.8
Vancouver Coastal,ZNYFHYW7E37Y,2022-08-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,70.4
Vancouver Coastal,MNBA22Y47BGT,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,27.6
Vancouver Coastal,37ZRKZ3KUC88,2022-08-28,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,69.3
Vancouver Coastal,396BHMG3QUHJ,2022-08-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.3
Vancouver Coastal,B792WVYBTDKE,2022-08-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,13.5
Vancouver Coastal,WRMZAENEQNW8,2022-08-27,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.0
Vancouver Coastal,4RA3E8ERFM3Y,2022-08-27,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,46.7
Vancouver Coastal,F4VRD6RA4KCQ,2022-08-26,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,54.2
Vancouver Coastal,AAJ6U3GGF7BD,2022-08-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.7
