Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,QBX6TYYEF9GW,2024-06-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.0
Fraser Health,62WGFJCZN8DX,2024-06-28,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.5
Fraser Health,KMQEARRF4RV4,2024-06-28,Phoenix Society The Hub,Abbotsford,Down (Unknown Opioid),Opioid,11.5
Vancouver Coastal,TPY6U67T8JXH,2024-06-25,Insite,Vancouver,Down (Unknown Opioid),Opioid,19.3
Fraser Health,HNHR6GQKPAH9,2024-06-26,SafePoint,Surrey,Down (Unknown Opioid),Opioid,21.7
Fraser Health,J48M8UXZQMFJ,2024-06-26,SafePoint,Surrey,Down (Unknown Opioid),Opioid,24.8
Vancouver Coastal,QTYA84D96JHK,2024-06-27,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.2
Vancouver Coastal,KQMK9J7GUUBB,2024-06-26,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.6
Vancouver Coastal,MRNZ8BAKTJEP,2024-06-24,Insite,Vancouver,Down (Unknown Opioid),Opioid,27.2
Interior Health,9RKCQ7XR8WEB,2024-06-21,Burdock House (Penticton),Penticton,Down (Unknown Opioid),Opioid,16.5
Interior Health,9NABHFT34ZFM,2024-06-20,Compass House (Penticton),Penticton,Down (Unknown Opioid),Opioid,17.0
Fraser Health,YNZWF48EE7JA,2024-06-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,18.1
Fraser Health,P42RT2D29247,2024-06-21,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,62.2
Interior Health,E8TUZVRWCBHR,2024-06-15,ANKORS (Nelson),Nelson,Down (Unknown Opioid),Opioid,16.6
Fraser Health,M74T6XYBGBDD,2024-06-14,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,37.9
Fraser Health,YBG6R4K6GREC,2024-06-19,SafePoint,Surrey,Down (Unknown Opioid),Opioid,17.4
Vancouver Coastal,GTVE2PVCPAHN,2024-06-20,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.6
Vancouver Coastal,32PQDVK4JGNN,2024-06-11,Insite,Vancouver,Down (Unknown Opioid),Opioid,37.2
Fraser Health,TU8D44TCDMPQ,2024-06-14,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,29.9
Fraser Health,UYGVUWQXX2PP,2024-06-07,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,24.4
Vancouver Coastal,DNMBCGYPGTTH,2024-06-11,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.0
Vancouver Coastal,6WC6BKGDKCD9,2024-06-10,Insite,Vancouver,Down (Unknown Opioid),Opioid,4.2
Vancouver Coastal,WWM8P4YWWV7W,2024-06-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,18.8
Vancouver Coastal,9N6MEFMNWMAH,2024-06-06,Insite,Vancouver,Down (Unknown Opioid),Opioid,20.7
Fraser Health,9KFPK6ETPAVZ,2024-06-07,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,21.7
Fraser Health,NTQMG7MMNMU3,2024-06-21,Foxglove Housing,Surrey,Fentanyl,Opioid,66.1
Vancouver Coastal,HXTJ676ENR3J,2024-06-21,Squamish OPS,Squamish,Fentanyl,Opioid,11.2
Vancouver Coastal,ATZA7ADUVNVC,2024-06-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,22.7
Fraser Health,YPNGXYD3YUK7,2024-06-04,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.5
Vancouver Coastal,CZMC84MEPPWB,2024-06-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,GR43NGG2V9TJ,2024-06-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,16.7
Fraser Health,CQM2KPKZDXAX,2024-06-04,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,15.4
Fraser Health,C8HFKQZ8NDEM,2024-06-07,Foxglove Housing,Surrey,Fentanyl,Opioid,17.7
Interior Health,4FEE66VW6ZA9,2024-06-04,ANKORS (Grand Forks),Grand Forks,Fentanyl,Opioid,16.7
Fraser Health,RC6ZQVRFZUEK,2024-06-10,Public Health Unit (Chilliwack),Chilliwack,Fentanyl,Opioid,67.8
Island Health,KKZRNAYYG9N4,2024-06-13,CMHA (Albert St.),Nanaimo,Fentanyl,Opioid,16.2
Island Health,GBDHNHAQC4B8,2024-06-23,CMHA (Albert St.),Nanaimo,Heroin,Opioid,11.4
Fraser Health,CA7EW6Q7BP3Z,2024-06-12,SafePoint,Surrey,Down (Unknown Opioid),Opioid,16.6
Fraser Health,73Y6EKURMVV9,2024-06-27,Lookout OPS Van (Langley Memorial Hospital),Langley,Down (Unknown Opioid),Opioid,19.7
Vancouver Coastal,744ZH2T67NNY,2024-06-03,Insite,Vancouver,Down (Unknown Opioid),Opioid,17.3
Interior Health,MEZ8JAQBE8JP,2024-06-06,Living Positive Resource Centre,Kelowna,Fentanyl,Opioid,20.0
