Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Island Health,WCWEKXPQ4W7B,2023-10-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,9.2
Interior Health,487RH3GF726M,2023-10-31,Medicine Shoppe Pharmacy,Vernon,Down (Unknown Opioid),Opioid,5.5
Vancouver Coastal,FAK4KFXF7YQ9,2023-10-31,Community Resource Centre,Powell River,Fentanyl,Opioid,20.0
Vancouver Coastal,NKY6HY3D7WTT,2023-10-31,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,66.8
Vancouver Coastal,AJKRJYTTXJY3,2023-10-31,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,67.2
Island Health,NBXHDQ3KQWGD,2023-10-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,15.8
Interior Health,UGBCPHC99YP9,2023-10-31,Living Positive Resource Centre,Kelowna,Down (Unknown Opioid),Opioid,15.9
Fraser Health,9NNE32ENHUBC,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,30.1
Fraser Health,A8C2CJXNFUVJ,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,42.7
Fraser Health,H9TZKJ37KE4R,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,24.1
Fraser Health,QNGF49626YVH,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,22.1
Fraser Health,QVXEJBKZ6BN9,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,26.1
Vancouver Coastal,QB8UZBZC9UVP,2023-10-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.6
Fraser Health,NGKV87DNFA6Z,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.3
Vancouver Coastal,ECKCKGYF8E32,2023-10-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.3
Interior Health,BMH6YCT9WAMT,2023-10-31,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,26.7
Fraser Health,EGZWAH8RYNZW,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,13.1
Fraser Health,ZFC9KVTNNGAA,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,35.1
Fraser Health,F2UF77V9YW4Q,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,13.7
Fraser Health,G3NWGPYKMF3H,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,17.3
Fraser Health,UCNBERPURWCK,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,31.0
Vancouver Coastal,APAGZ77MUFAV,2023-10-31,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,58.4
Vancouver Coastal,TCTQM2FFVHPW,2023-10-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
Fraser Health,777GR9NHEW7K,2023-10-31,Foxglove Housing,Surrey,Down (Unknown Opioid),Opioid,20.6
Interior Health,ZARZQFQANQT7,2023-10-31,ASK Wellness (433 Tranquille),Kamloops,Down (Unknown Opioid),Opioid,26.4
Interior Health,3K773BRWAZJR,2023-10-30,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,18.3
Vancouver Coastal,P9BXNCXM9J6K,2023-10-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.2
Vancouver Coastal,KEG3M6YF8YWY,2023-10-30,Community Resource Centre,Powell River,Fentanyl,Opioid,67.7
Vancouver Coastal,UYG7MT2B2J6X,2023-10-30,Community Resource Centre,Powell River,Fentanyl,Opioid,50.5
Vancouver Coastal,JACWFVN9BMMZ,2023-10-30,Community Resource Centre,Powell River,Fentanyl,Opioid,40.5
Vancouver Coastal,YJCGTK7A9QF7,2023-10-30,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.7
Vancouver Coastal,7X2FFAD9PE6M,2023-10-30,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,64.4
