Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Interior Health,K9NRTU497AJB,2022-07-28,ANKORS (Cranbrook),Cranbrook,Down (Unknown Opioid),Opioid,21.2
Vancouver Coastal,AWZAYW8HFZZY,2022-07-28,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,60.1
Fraser Health,FAUHTNY744TK,2022-07-27,SafePoint,Surrey,Down (Unknown Opioid),Opioid,29.6
Fraser Health,TDWWBCWJ4X9B,2022-07-27,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,13.0
Fraser Health,XH3687E42RJW,2022-07-27,Purpose Society,New Westminster,Fentanyl,Opioid,35.9
Fraser Health,VAK7AHQVR6XZ,2022-07-27,SafePoint,Surrey,Down (Unknown Opioid),Opioid,19.5
Vancouver Coastal,HBQW6CHJ9X8J,2022-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.0
Vancouver Coastal,DP7BN66X9UV9,2022-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,RKFWQBUC4UMC,2022-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.0
Vancouver Coastal,T2AGF6F393UW,2022-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,10.8
Interior Health,FDJW8C4M3QTT,2022-07-26,ASK Wellness (433 Tranquille),Kamloops,Down (Unknown Opioid),Opioid,5.3
Vancouver Coastal,R8FP6PE6UD6C,2022-07-26,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,53.9
Interior Health,HBYNEYKBWDN9,2022-07-26,ASK Wellness (433 Tranquille),Kamloops,Fentanyl,Opioid,4.6
Vancouver Coastal,BHZ6V3JF9VER,2022-07-26,Insite,Vancouver,Fentanyl,Opioid,22.5
Vancouver Coastal,C94WWXAQFM6U,2022-07-26,Overdose Prevention Society,Vancouver,Fentanyl,Opioid,16.6
Vancouver Coastal,2Y9PDMNUPMWA,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,46.1
Vancouver Coastal,89MQZYU9N82F,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,16.4
Vancouver Coastal,F7WG8H48MVT7,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,42.2
Vancouver Coastal,GTU77C32NY9W,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,14.5
Vancouver Coastal,KKW3PE48JFVG,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,25.6
Vancouver Coastal,MV8M2JCHHQY2,2022-07-25,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,66.9
Vancouver Coastal,QG4DYCBEHDG9,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,28.6
Vancouver Coastal,RFB2F6D8M2FD,2022-07-25,Get Your Drugs Tested,Vancouver,Heroin,Opioid,8.9
Vancouver Coastal,2HRFJFJ7J6HX,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.7
Fraser Health,QQBQAW8YUFCF,2022-07-25,Purpose Society,New Westminster,Down (Unknown Opioid),Opioid,15.3
Vancouver Coastal,6VQ7EC8UYBUM,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.8
Vancouver Coastal,8W4YFTPK9UPT,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,21.3
Vancouver Coastal,EXPPMTHHR2XV,2022-07-25,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,56.4
Vancouver Coastal,ZZB9F44DWFDG,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,17.0
Vancouver Coastal,B9NPBH4U9KZ9,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,15.3
Vancouver Coastal,YC67CQK64VKE,2022-07-25,Get Your Drugs Tested,Vancouver,Fentanyl,Opioid,73.4
Vancouver Coastal,FX4HUCX43V38,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,74.5
Vancouver Coastal,THRKVUC9TDGJ,2022-07-25,Insite,Vancouver,Fentanyl,Opioid,36.2
Vancouver Coastal,8D4HD9ZFKKYR,2022-07-25,Insite,Vancouver,Fentanyl,Opioid,10.0
Vancouver Coastal,BPAURFWU6CNU,2022-07-25,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.4
Vancouver Coastal,V36GVMZFPXYQ,2022-07-25,Insite,Vancouver,Fentanyl,Opioid,15.1
Fraser Health,DEU8CC79ZWEE,2022-07-25,Purpose Society,New Westminster,Fentanyl,Opioid,50.6
Vancouver Coastal,EUGZZPVHAVJR,2022-07-24,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,18.6
