Health Authority,Sample ID,Visit Date,Collection Site,City/Town,Drug,Category,Quant
Vancouver Coastal,EUNQRBHM39TC,2023-05-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,23.8
Island Health,AXUKK7HYPPPD,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,12.7
Island Health,HKC3E7BHUNYG,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,6.5
Island Health,U9TJFXTF22WJ,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,11.7
Vancouver Coastal,YXRCXT8NBCH7,2023-05-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,20.6
Island Health,QQD6G76H2FRG,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,14.3
Island Health,BVC9BZM2YFYY,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,13.4
Island Health,JJP74HXA3WA2,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,15.2
Island Health,VQGJCYCEJETF,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,8.4
Fraser Health,F79PZEX8QVNA,2023-05-31,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,9.3
Fraser Health,QK6GXPXUZEQ8,2023-05-31,Ruth and Naomi's Mission,Chilliwack,Down (Unknown Opioid),Opioid,16.0
Island Health,MZV3MTU2KJHW,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,8.6
Vancouver Coastal,QBJB8MC4CDZY,2023-05-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,22.7
Island Health,NN33NRRFXDPT,2023-05-31,CMHA,Nanaimo,Down (Unknown Opioid),Opioid,12.8
Fraser Health,BFCFUE49R3ZQ,2023-05-31,Purpose Society,New Westminster,Fentanyl,Opioid,9.6
Fraser Health,CF6TBRPVCJXZ,2023-05-31,SafePoint,Surrey,Down (Unknown Opioid),Opioid,35.6
Vancouver Coastal,96ACHBFN2Q2Z,2023-05-31,Get Your Drugs Tested,Vancouver,Down (Unknown Opioid),Opioid,19.0
